Move,Damage,Startup,Active,Recovery,FrameAdvantage,Level ,Starter,P1,P2,Attribute,Inv,Hitstun,Blockstun,Untechable,Notes
j.D,600,13,10,55,0,4,N,80,92,P1,0,0,16+4,17+4,"Can cancel into dashes on hit/block~38F. During first 2 active frames, Projectile Lv2. During OD, always Projectile Lv2"
j.DD,300,13,6,38,0,4,N,80,92,P1,0,0,20+4,25+4,Can cancel into dashes on hit/block~23F
j.2D,600,11,8,55,0,4,N,80,92,P1,0,0,16+4,17+4,"Can cancel into dashes on hit/block~40F. During first 2 active frames, Projectile Lv2. During OD, always Projectile Lv2"
j.2DD,300,13,6,51,0,4,N,80,92,P1,0,0,20+4,25+4,Can cancel into dashes on hit/block~39F
j.6D,600,13,6,55,0,4,N,80,92,P1,0,0,16+4,17+4,"Can cancel into dashes on hit/block~38F. During first 2 active frames, Projectile Lv2. During OD, always Projectile Lv2"
j.6DD,300,13,6,38,0,4,N,80,92,P1,0,0,20+4,25+4,Can cancel into dashes on hit/block~23F
xD OD Followup,300,5,0,0,0,4,N,80,92,P1,0,0,16+4,17+4,Active frames same as previous sword
xDD OD Followup,300,1,13,0,0,4,N,80,92,P1,0,0,24+0,29+0,
Ground Throw,1500,7,3,23,0,4,N,100,50,T,0,0,0,"40, Wall 100",
Air Throw,1500,7,3,26,0,4,N,100,50,T,0,0,0,53,
Counter Assault,0,13,2,32,-15,4,VS,50,92,B,1-20 All,0,18,19,
Crush Trigger,1000,20,1,25,0,0,N,80,60,B,0,0,24,"60, Slide 15",
Crush Trigger Charged,1000,30,1,25,0,0,L,80,100,B,0,0,24,"60, Slide 15",
D >Forward Dash,0,0,0,41,0,0,0,0,0,0,0,0,0,0,Can pass through opponent 12-24
D >Back Dash,0,0,0,30,0,0,0,0,0,0,1-8 All,0,0,0,
Air D>Forward Dash,0,0,0,37,0,0,0,0,0,0,0,0,0,0,Can pass through opponent 9-19
Air D>Back Dash,0,0,0,33,0,0,0,0,0,0,0,0,0,0,
Sickle Storm,800,16,Until Offscreen,62,-19,3,N,80,89,P1,0,0,16+11,40+11,"Fatal Counter. Can cancel into Slow Field, Luminous on hit/block. During OD, can cancel into dash on whiff"
Sickle Storm Hold,980,33,Until Offscreen,60,3,4,N,80,92,P1,0,0,18+12,48+12,"Fatal Counter. Can cancel into Slow Field, Luminous on hit/block. During OD, can cancel into dash on whiff"
Sickle Storm~C,800,24,Until Offscreen,63,-12,3,N,80,89,P1,0,0,16+11,40+11,
Crescent Saber,Normal: 1000 OD: 1100,19,6,64,0,3,N,80,89,P1,0,0,16+11,Normal: 40+11<br/>OD: 70+11,
Crescent Saber Hold,Normal: 1200 OD: 1320,35,6,64,0,3,N,80,89,P1,0,0,16+11,Normal: 40+11<br/>OD: 70+11,
Crescent Saber~C,0,0,0,55,0,0,0,0,0,0,0,0,0,0,"Can cancel into anything except blocking, double jump 14F onwards. Can only be used oncer per jump"
Luminous Slave,800,51,Until Offscreen,52,0,4,S,80,92,P1,0,0,18+12,33+12,"During OD, fires a second shot 10F after first"
Luminous Slave Hold,800,0,Until Offscreen,61,0,4,S,80,92,P1,0,0,18+12,33+12,"Shot fires 38F after pressing D again. During OD, fires a second shot 10F after first"
Luminous Slave~C,800,31,Until Offscreen,61,0,4,S,80,92,P1,0,0,18+12,33+12,"During OD, fires a second shot 10F after first"
Supra Rage,"700, 140*7",12,1*8,37,-21,3,VS,80,89,B,5-15 H,0,16,49,First hit to hit opponent always does 700. Remaining hits do 140
Air Supra Rage,"700, 140*7",9,1*8,24,0,3,L,90,89,H,1-12 T,0,16,40,First hit to hit opponent always does 700. Remaining hits do 140
Gravity Seed,0,13,0,42,0,0,0,0,0,0,0,0,0,0,
Super Calamity Sword,2400,11,9,52,-11,4,N,70,82,P2,1-11 All,0,18+12,100+12,Minimum Damage 40%
Super Calamity Sword OD,1400*4,11,9,84,-9,4,N,70,82,P2,1-11 All,0,18+2,100+2,Minimum Damage 23%. Swords appear in 15F intervals
Air Super Calamity Sword,2400,13,9,3,0,4,N,70,82,P2,0,0,18+12,100+12,Minimum Damage 40%
Air Super Calamity Sword OD,1400*4,13,9,5,0,4,N,70,82,P2,0,0,18+1,100+1,Minimum Damage 23%. Swords appear in 15F intervals
Legacy Edge,Normal: 130*24 >OD: 130*37,36,Until Offscreen,57,79,3,N,100,79,P2,1-19 All,0,16+2,40+2,Minimum Damage 10%. Swords appear in 4F intervals
EA,"Normal: 600, 197*12 AF: 600, 170*30",10,10,51,-15,0,L,100,100,HBFP,Fast: 1-19 All<br/>Slow: 1-29 All,0,26,0,Nu is also frozen during hitstop
Astral,40000,20,9,21,0,0,L,0,0,B,13-28 All,0,0,0,
