Move,Damage,Startup,Active,Recovery,FrameAdvantage,Level ,Starter,P1,P2,Attribute,Inv,Hitstun,Blockstun,Untechable,Notes
Tempest Dahlia Ground,See Notes,10,0,81,0,0,0,0,0,0,1-27 P<br/>10 All,0,0,0,"Projectiles thrown depends on wind level. Lv0: 8 Bats Lv1: 9 Bats, 1 Big Bat Lv2: 11 Bats, Cow Lv3: 2 Bats, Cow, 2 Bats, Cow, 2 Bats, Cow, Pumpkin. Lv 4: 6 Cows, Pumpkin, King George"
Tempest Dahlia Air,See Notes,10,0,88,0,0,0,0,0,0,1-27 P<br/>10 All,0,0,0,"Projectiles thrown depends on wind level. Lv0: 8 Bats Lv1: 9 Bats, 1 Big Bat Lv2: 11 Bats, Cow Lv3: 2 Bats, Cow, 2 Bats, Cow, 2 Bats, Cow, Pumpkin. Lv 4: 6 Cows, Pumpkin, King George"
Tempest Dahlia Ground OD,See Notes,10,0,81,0,0,0,0,0,0,1-27 P<br/>10 All,0,0,0,"Projectiles thrown depends on wind level. Lv0: 12 Bats Lv1: 14 Bats, 1 Big Bat Lv2: 11 Bats, 3 Big Bats, Cow Lv3: 2 Bats, 2 Cows, 2 Bats, 4 Cows, Pumpkin. Lv 4: 6 Cows, 2 Pumpkins, 2 King Georges"
Tempest Dahlia Air OD,See Notes,10,0,88,0,0,0,0,0,0,1-27 P<br/>10 All,0,0,0,"Projectiles thrown depends on wind level. Lv0: 12 Bats Lv1: 14 Bats, 1 Big Bat Lv2: 11 Bats, 3 Big Bats, Cow Lv3: 2 Bats, 2 Cows, 2 Bats, 4 Cows, Pumpkin. Lv 4: 6 Cows, 2 Pumpkins, 2 King Georges"
Bat,Small: 300 Big: 400,0,0,0,0,3,VS,100,94,P2,0,0,16+11 Hitstop,40+11,Minimum Damage 10%
Cow,400,0,0,0,0,3,VS,100,94,P2,0,0,16+11 Hitstop,50+11,Minimum Damage 10%
Pumpkin,500*3,0,0,0,0,4,VS,100,94,P2,0,0,18+3 Hitstop,90+3,Minimum Damage 10%
Big King George,600*3,0,0,0,0,5,VS,100,94,P2,0,0,20+3 Hitstop,90+3,Minimum Damage 10%
EA,"Normal: 600, 1000, 1400 AF: 600, 1000, 4200",10,3,34,-10,100,L,100,0,B,Fast: 1-12 All<br/>Slow: 1-22 All,0,26,0,10% Minimum Damage
Astral,34200,11,40,26,-45,5,L,0,0,P*,1-55 Guard All,0,20,0,
