Move,Damage,Startup,Active,Recovery,FrameAdvantage,Level ,Starter,P1,P2,Attribute,Inv,Hitstun,Blockstun,Untechable,Notes
Followup B,0,0,0,39,0,0,0,0,0,0,1-23 P,0,0,0,Can cancel into all actions except blocking on ??
Followup C,0,0,0,24,0,0,0,0,0,0,0,0,0,0,Can cancel into all actions except blocking on ??
Followup D,0,0,0,22,0,0,0,0,0,0,0,0,0,0,Can cancel into all actions except blocking on ??
Stance,0,0,0,86,0,0,0,0,0,0,0,0,0,0,
Serpent's Benediction >Falling Fang,700,18,4,11,1,4,N,100,80,H,0,0,Normal: 18<br/>Powered Up: 20,40,
Serpent's Benediction >Falling Fang Powered,850,18,4,11,3,5,N,100,80,H,0,0,Normal: 18<br/>Powered Up: 20,40,
Serpent's Benediction >Devouring Fang,700,16,4,20,-5,Normal: 4<br/>Powered Up: 5,L,100,0,F,1-19 B,0,Normal: 18<br/>Powered Up: 20,Normal: 40<br/>Powered Up: 60,
Serpent's Benediction >Devouring Fang Powered,850,16,4,20,-3,Normal: 4<br/>Powered Up: 5,L,100,0,F,1-19 B,0,Normal: 18<br/>Powered Up: 20,Normal: 40<br/>Powered Up: 60,
Serpent's Benediction >Rising Fang,900,9,8,15,-17,Normal: 4<br/>Powered Up: 5,N,90,Normal: 82<br/>Powered Up: 84,B,1-12 All,0,Normal: 18<br/>Powered Up: 20,Normal: 48<br/>Powered Up: 55,
Serpent's Benediction >Rising Fang Powered,1080,9,8,15,-15,Normal: 4<br/>Powered Up: 5,N,90,Normal: 82<br/>Powered Up: 84,B,1-12 All,0,Normal: 18<br/>Powered Up: 20,Normal: 48<br/>Powered Up: 55,
Serpent's Benediction >Serpent's Haste,0,0,0,18,0,0,0,0,0,0,0,0,0,0,
Serpent's Benediction >Serpent's Redemption Forward,0,0,0,31,0,0,0,0,0,0,0,0,0,0,
Serpent's Benediction >Serpent's Redemption Backward,0,0,0,32,0,0,0,0,0,0,0,0,0,0,
Vengeful Viper,800,15,4,91,0,3,L,100,79,B,0,0,16,40,Enters Stance afterwards. Can cancel into Stance attacks 22 onwards
Bloody Fangs Gasaishou,0, 600,11,2,31,0,3,N,100,60,T,0,0,16,40,
Shadow Serpent,900,10,Until L,16,-6,3,L,80,89,H,0,0,16,50,"Frame Adv listed is on standing Ragna. Against crouching Ragna, it is -2"
Venom Sword,680,15,2,21,-1,3,L,100,79,BP,0,0,21,"35, Slide 25",
Hungry Coils,"0, 2000",11,13,53,0,0,L,100,82,P,0,0,0,"120, Slide 25",
Serpent's Infernal Rapture,Normal:1950 OD: 2100,4,3,51,-33,5,N,50,94,B,3 All,0,16,120,Fatal Counter
Eternal Coils of the Dragon Serpent,"Normal: 800, 200*8, 2000 OD: 800, 90*24, 1000*2",16,2,70,-46,1,N,80,80,P2,1 All<br/>2-19 P,0,11+0 Hitstop,0,
The Serpent's Unholy Wrath,"Normal: 0*2, 280*3, 57*9, 400, 800<br/>OD: 0*2, 280*3, 57*17, 400, 800",12,3,40,0,0,L,100,0,T,1-14 All,0,0,0,
EA,"Normal: 600, 400*3, 1000 AF: 600, 400*5, 700*4",10,3,34,-10,100,0,100,0,B,Fast 1-22 All<br/>Slow 1-12 All,0,26,0,10% Minimum Damage
Astral,30000,17,0,161,0,3,0,0,0,P*,1-91 All,0,16,0,
