Move,Damage,Startup,Active,Recovery,FrameAdvantage,Level ,Starter,P1,P2,Attribute,Inv,Hitstun,Blockstun,Untechable,Notes
Sanctus Veritas D Followup,900,17,3,23,-7,4,N,90,92,B,0,0,18,60,
Benedictus Rex,850,10,40,64,-21,3,VS,50,89,B*,1-10 All,0,29+4,44+4 Hitstop,
Benedictus Rex D,650*3,10,"3,3,3",73,-21,4,VS,50,92,B*,1-14 All,0,24+4,44+4 Hitstop,
Aequum Elesion,"800, 500",16,3 (6) 90,5,0,3,L,"100, 90","79, 89","H, P1",0,0,16,"30, 20+0 Hitstop",Second hit is a projectile
Aequum Elesion D,"800, 600",16,3 (6) 180,37,0,"4, 3",L,"100, 90","92, 89","H, P1",0,0,"18, 16+0","60, 20+0 Hitstop",Second hit is a projectile
Aequum Elesion Followup D,"700, 600",16,3 (6) 180,0,0,"4, 3",L,"100, 90","92, 89","H, P1",0,0,"18, 16+0","60, 20+0 Hitstop",Second hit is a projectile
Lux Aeterna A,600,9,Until L,22,0,4,N,80,82,H,0,0,18,60,
Lux Aeterna B,700,11,Until L,24,0,4,N,80,82,H,0,0,18,60,
Lux Aeterna C,800,17,Until L,33,0,4,N,80,82,H,0,0,18,62,
Lux Aeterna EX,900,13,Until L,16,0,4,N,80,92,H,11-Until L P,0,18,60,
Lux Aeterna Followup EX,800,9,Until L,29,0,4,L,80,92,H,11-Until L P,0,18,60,
Lux Aeterna (Aura),250*7,9,Until L,29,0,4,L,80,92,H,11-Until L P,0,18,60,
Sanctus Aerolata,"0, 100*12",11,3,30,0,3,VS,0,80,T,0,0,16,"40*12, 50",
Lux Macto,500,25,70,54,-13,3,L,90,89,P1,0,0,16+0,20+0,
Lux Macto D,600,13,95,47,-18,3,L,90,89,P1,0,0,16+0,20+0,
Agnus Dei,800,28,6,11,0,3,N,90,79,H,7-38 F,0,16,44,
Agnus Dei D,660*2,28,"3,3",13,3,4,N,90,92,H,5-36 FT,0,18,44,
Agnus Dei Followup,660*2,22,"3,3",13,3,4,N,90,92,H,5-37 FT,0,18,44,
Confutatis Maledictis C,1000*4,12,21?,51,-21,4,N,80,65,B*,1-14 All,0,18+0,50+3,Minimum Damage 15%
Confutatis Maledictis D,"1000, See notes",5,18?,51,-28,4,N,80,65,B*,0,0,18+0,50,"Minimum Damage 15%. Damage of second hit depends on Install level. Lv0: 2500, Lv1: 3000, Lv2: 4000, Lv3: 5000, Lv4: 1200*5 Lv5: 1000*9"
Confutatis Maledictis C OD,1000*5,12,21?,51,-21,4,N,80,65,B*,1-14 All,0,18+0,50+3,Minimum Damage 15%
Confutatis Maledictis D OD,"1000, See notes, 1000",5,18?,51,-28,4,N,80,65,B*,0,0,18+0,50,"Minimum Damage 15%. Damage of middle hits depends on Install level. Lv0: 500*4, Lv1: 750*4, Lv2: 570*7, Lv3: 710*7, Lv4: 710*10 Lv5: 960*10"
Macto Maledictis,0,0,0,11,0,0,0,0,0,0,0,0,0,0,
Requiem Maledictus,450 per shot,41,0,58,0,2,VS,60,96,P2,16-58 All,0,13+0,36+0,7 shots total. Shots fire in 4F intervals starting on 41F
Requiem Maledictus OD,600 per shot,41,0,58,0,4,VS,60,96,P2,16-58 All,0,18+2,36+2,8 shots total. Shots fire in 4F intervals starting on 41F
EA,"Normal: 600, 120*20 AF: 600, 160*32",10,3,34,-10,0,L,100,100,B,Fast: 1-12 All<br/>Slow: 1-22 All,0,26,0,Minimum Damage 10%
Astral,9000,20,10,23,-14,4,L,0,0,B,1-29 All,0,18,0,
